Group,allsubjects_arousal_mean,allsubjects_craving_mean,allsubjects_related_mean,allsubjects_typicality_mean,allsubjects_valence_mean,allsubjects_valence_fromneutral_mean,allsubjects_arousal_sd,allsubjects_craving_sd,allsubjects_related_sd,allsubjects_typicality_sd,allsubjects_valence_sd,allsubjects_valence_fromneutral_sd,allsubjects_CountNeither,allsubjects_CountMeth,allsubjects_CountOpioid,allsubjects_CountBoth,allsubjects_FractionNeither,allsubjects_FractionMeth,allsubjects_FractionOpioid,allsubjects_FractionBoth,allsubjects_MethToOpioid,injectionusers_arousal_mean,injectionusers_craving_mean,injectionusers_related_mean,injectionusers_typicality_mean,injectionusers_valence_mean,injectionusers_valence_fromneutral_mean,injectionusers_arousal_sd,injectionusers_craving_sd,injectionusers_related_sd,injectionusers_typicality_sd,injectionusers_valence_sd,injectionusers_valence_fromneutral_sd,injectionusers_CountNeither,injectionusers_CountMeth,injectionusers_CountOpioid,injectionusers_CountBoth,injectionusers_FractionNeither,injectionusers_FractionMeth,injectionusers_FractionOpioid,injectionusers_FractionBoth,injectionusers_MethToOpioid,noninjectionusers_arousal_mean,noninjectionusers_craving_mean,noninjectionusers_related_mean,noninjectionusers_typicality_mean,noninjectionusers_valence_mean,noninjectionusers_valence_fromneutral_mean,noninjectionusers_arousal_sd,noninjectionusers_craving_sd,noninjectionusers_related_sd,noninjectionusers_typicality_sd,noninjectionusers_valence_sd,noninjectionusers_valence_fromneutral_sd,noninjectionusers_CountNeither,noninjectionusers_CountMeth,noninjectionusers_CountOpioid,noninjectionusers_CountBoth,noninjectionusers_FractionNeither,noninjectionusers_FractionMeth,noninjectionusers_FractionOpioid,noninjectionusers_FractionBoth,noninjectionusers_MethToOpioid,ImageSet,File,hue_mean,hue_sd,saturation_mean,saturation_sd,value_mean,value_sd,Category,p_cravingdelta_injectionVnon,selection_cost,category_number,selected,in_set
meth Slide042.jpeg,4.81481481481481,87.8518518518518,0,88.7777777777778,4.40740740740741,1.40740740740741,2.64628966722258,16.906311301504,0,17.0346554758083,2.02407166297691,1.5506638593062,0,27,0,0,0,1,0,0,-1,4.85,86.6,0,86.35,4.65,1.25,2.30045762037858,19.0771287699502,0,18.9383348348209,1.89944590258373,1.44641116670119,0,20,0,0,0,1,0,0,-1,4.71428571428571,91.4285714285714,0,95.7142857142857,3.71428571428571,1.85714285714286,3.68394198806504,8.12110712602543,0,6.77530529974568,2.36038737740833,1.86445447147161,0,7,0,0,0,1,0,0,-1,meth,Slide042.jpeg,0.31,0.268,0.187,0.165,0.461,0.17,meth_instrument,0.367471413804207,0.00919,3,TRUE,0
opioid Slide077.jpeg,4.78571428571429,91.6071428571429,1.5,94.3214285714286,4.5,1.42857142857143,2.71289298716119,14.5024628450284,0.638284738504225,10.0482302529814,1.89541356769244,1.31736469341247,0,2,10,16,0,0.0714285714285714,0.357142857142857,0.571428571428571,0.285714285714286,5.14285714285714,91.2857142857143,1.61904761904762,94,4.61904761904762,1.33333333333333,2.53546276418555,15.777017643214,0.497613351528119,11.4324100696222,1.77415305078763,1.19721899973786,0,0,8,13,0,0,0.380952380952381,0.619047619047619,0.380952380952381,3.71428571428571,92.5714285714286,1.14285714285714,95.2857142857143,4.14285714285714,1.71428571428571,3.14718316987777,10.7371185280649,0.899735410842437,4.15187851918806,2.34012616672488,1.70433620649269,0,2,2,3,0,0.285714285714286,0.285714285714286,0.428571428571429,0,opioid,Slide077.jpeg,0.273,0.355,0.235,0.229,0.366,0.325,opioid_instrument_hand,0.812293883745083,0.01091,4,TRUE,0
opioid Slide042.jpeg,4.62962962962963,86.8518518518518,1.11111111111111,85.9259259259259,4.55555555555556,1.18518518518519,2.67679699739113,18.0676159589124,0.320256307610174,18.8983636367848,1.90814717488606,1.54514219004737,0,0,24,3,0,0,0.888888888888889,0.111111111111111,0.888888888888889,4.9,87.05,1.1,85.8,4.85,1.15,2.65369652808265,18.5741047811477,0.307793505625546,19.7819694618477,1.9269556026896,1.53125335660212,0,0,18,2,0,0,0.9,0.1,0.9,3.85714285714286,86.2857142857143,1.14285714285714,86.2857142857143,3.71428571428571,1.28571428571429,2.79455252402309,17.9324127928014,0.377964473009227,17.5567108319894,1.70433620649269,1.70433620649269,0,0,6,1,0,0,0.857142857142857,0.142857142857143,0.857142857142857,opioid,Slide042.jpeg,0.222,0.313,0.266,0.385,0.382,0.32,opioid_injection_instrument,0.925153747765208,0.011564,3,TRUE,2
opioid Slide026.jpeg,4.57142857142857,87.4642857142857,0.964285714285714,91.8214285714286,4.78571428571429,1.14285714285714,2.70018615858338,14.4644702450833,0.188982236504614,11.4796230788187,1.75028342376087,1.32537306318401,0,1,27,0,0,0.0357142857142857,0.964285714285714,0,0.928571428571429,4.90476190476191,86.4761904761905,0.952380952380952,90.7142857142857,4.95238095238095,1,2.56719227765982,15.7086570005811,0.218217890235992,12.9620324684937,1.59612626305661,1.22474487139159,0,1,20,0,0,0.0476190476190476,0.952380952380952,0,0.904761904761905,3.57142857142857,90.4285714285714,1,95.1428571428571,4.28571428571429,1.57142857142857,3.04724700110022,10.2608827244889,0,3.97611918955202,2.21466970556828,1.61834718742537,0,0,7,0,0,0,1,0,1,opioid,Slide026.jpeg,0.299,0.405,0.214,0.133,0.352,0.297,opioid_hand,0.456161668630237,0.012701,2,TRUE,0
meth Slide041.jpeg,4.92592592592593,87.2962962962963,0,87.6666666666667,4.44444444444444,1,2.60067928886527,18.9631521536146,0,17.9529299087278,1.69463709147265,1.46759877141069,0,27,0,0,0,1,0,0,-1,5,89.6,0,89.4,4.6,1,2.55466549463402,17.9396649619598,0,16.3880572690185,1.69829635997837,1.4142135623731,0,20,0,0,0,1,0,0,-1,4.71428571428571,80.7142857142857,0,82.7142857142857,4,1,2.9277002188456,21.7003401333887,0,22.529345941936,1.73205080756888,1.73205080756888,0,7,0,0,0,1,0,0,-1,meth,Slide041.jpeg,0.376,0.264,0.189,0.207,0.49,0.118,meth_instrument,0.355743808938931,0.013797,3,TRUE,0
opioid Slide051.jpeg,4.57142857142857,86.0357142857143,1.71428571428571,88.8571428571429,4.39285714285714,1.39285714285714,2.84707219891244,23.0691105687641,0.460043706228236,21.0743204902788,1.9501051389374,1.47420501399243,0,0,8,20,0,0,0.285714285714286,0.714285714285714,0.285714285714286,4.95238095238095,84.5238095238095,1.71428571428571,86.5238095238095,4.52380952380952,1.33333333333333,2.8368325730679,25.6838841447688,0.462910049886276,23.9324446048018,1.93956303375393,1.46059348668044,0,0,6,15,0,0,0.285714285714286,0.714285714285714,0.285714285714286,3.42857142857143,90.5714285714286,1.71428571428571,95.8571428571429,4,1.57142857142857,2.76026223736942,12.8043891284349,0.487950036474267,3.62530786869986,2.08166599946613,1.61834718742537,0,0,2,5,0,0,0.285714285714286,0.714285714285714,0.285714285714286,opioid,Slide051.jpeg,0.225,0.216,0.244,0.212,0.193,0.287,opioid_injection_instrument,0.42311974722393,0.01401,3,TRUE,2
opioid Slide050.jpeg,4.55555555555556,88.5555555555556,1.22222222222222,89.6666666666667,4.40740740740741,1.18518518518519,2.48585743345977,15.699910174494,0.423659272868162,15.8454070025646,1.80297316971503,1.46856908475398,0,0,21,6,0,0,0.777777777777778,0.222222222222222,0.777777777777778,4.85,90.85,1.2,90.4,4.65,1.15,2.43386199496321,14.3133173175047,0.410391340834062,15.6890843716596,1.8144159564879,1.42441123571146,0,0,16,4,0,0,0.8,0.2,0.8,3.71428571428571,82,1.28571428571429,87.5714285714286,3.71428571428571,1.28571428571429,2.62769136406122,18.7527775720469,0.487950036474267,17.3671830651677,1.70433620649269,1.70433620649269,0,0,5,2,0,0,0.714285714285714,0.285714285714286,0.714285714285714,opioid,Slide050.jpeg,0.125,0.15,0.291,0.346,0.349,0.294,opioid_injection_instrument,0.285897531764106,0.016307,3,TRUE,0
opioid Slide010.jpeg,4.14814814814815,82.962962962963,1.11111111111111,84.5555555555556,4.85185185185185,0.888888888888889,2.74147214387991,18.4484343331549,0.423659272868162,18.4647967210234,1.65723828897318,1.39596488090423,1,0,25,1,0.037037037037037,0,0.925925925925926,0.037037037037037,0.925925925925926,4.2,80.9,1.15,82.25,5.05,0.75,2.72609224850672,20.1047258126044,0.489360484929593,20.5166812746681,1.57195821559574,1.37170658209707,1,0,18,1,0.05,0,0.9,0.05,0.9,4,88.8571428571429,1,91.1428571428571,4.28571428571429,1.28571428571429,3,11.8381948430855,0,8.72598745947169,1.88982236504614,1.49602648308619,0,0,7,0,0,0,1,0,1,opioid,Slide010.jpeg,0.253,0.21,0.317,0.305,0.313,0.253,opioid,0.225412771420567,0.016667,1,TRUE,1
meth Slide010.jpeg,4.81481481481481,90.1851851851852,0,90.2592592592593,4.2962962962963,1.37037037037037,2.66078410995182,14.7883452994294,0,16.0302420745496,1.93777856190684,1.52285531784484,0,27,0,0,0,1,0,0,-1,5,91.1,0,89.5,4.35,1.35,2.49209275826352,15.8675438354025,0,18.2857436559914,1.95407805694439,1.53125335660212,0,20,0,0,0,1,0,0,-1,4.28571428571429,87.5714285714286,0,92.4285714285714,4.14285714285714,1.42857142857143,3.25137333621173,11.8160504238535,0,6.87646088374785,2.03540097839643,1.61834718742537,0,7,0,0,0,1,0,0,-1,meth,Slide010.jpeg,0.338,0.199,0.094,0.107,0.369,0.229,meth,0.545973809894103,0.018641,1,TRUE,1
opioid Slide029.jpeg,4.75,90.5714285714286,0.75,91.0357142857143,4.71428571428571,1.28571428571429,2.78388218141501,16.4100885217297,0.967049732529401,16.104938609602,1.82284155174039,1.30120009726471,1,16,4,7,0.0357142857142857,0.571428571428571,0.142857142857143,0.25,-0.428571428571429,4.90476190476191,90.7142857142857,0.666666666666667,91.3333333333333,4.80952380952381,1.14285714285714,2.70008818198151,16.2546696587253,0.912870929175277,15.8187652278341,1.69171651345749,1.2363540870525,0,13,2,6,0,0.619047619047619,0.0952380952380952,0.285714285714286,-0.523809523809524,4.28571428571429,90.1428571428571,1,90.1428571428571,4.42857142857143,1.71428571428571,3.19970236711092,18.1881698862069,1.15470053837925,18.2156395388557,2.29906813420444,1.49602648308619,1,3,2,1,0.142857142857143,0.428571428571429,0.285714285714286,0.142857142857143,-0.142857142857143,opioid,Slide029.jpeg,0.065,0.194,0.213,0.229,0.336,0.312,opioid_hand,0.942659132750602,0.01969,2,TRUE,0
meth Slide037.jpeg,4.53571428571429,87.5357142857143,0.178571428571429,89.2142857142857,4.71428571428571,1.42857142857143,2.8347335475692,17.6624358515931,0.669636243353583,15.5381421809,2.01581052271588,1.4253932901996,1,26,0,1,0.0357142857142857,0.928571428571429,0,0.0357142857142857,-0.928571428571429,4.80952380952381,87.3809523809524,0.142857142857143,89,4.80952380952381,1.42857142857143,2.74989177276211,17.7917851562911,0.654653670707977,17.0762993649093,2.01541677126711,1.39897921969658,1,20,0,0,0.0476190476190476,0.952380952380952,0,0,-0.952380952380952,3.71428571428571,88,0.285714285714286,89.8571428571429,4.42857142857143,1.42857142857143,3.14718316987777,18.6636902388926,0.755928946018454,10.668154658118,2.14919697074224,1.61834718742537,0,6,0,1,0,0.857142857142857,0,0.142857142857143,-0.857142857142857,meth,Slide037.jpeg,0.256,0.23,0.091,0.092,0.365,0.152,meth_instrument,0.940248061369727,0.020242,3,TRUE,0
opioid Slide061.jpeg,4.74074074074074,86.9259259259259,1.33333333333333,87.1851851851852,4.44444444444444,1.2962962962963,2.75391459272897,17.4023117958637,0.784464540552736,16.9865037762722,2.00640001635791,1.6128048862586,1,4,11,11,0.037037037037037,0.148148148148148,0.407407407407407,0.407407407407407,0.259259259259259,4.9,85.2,1.5,85.25,4.55,1.15,2.65369652808265,19.6136365022426,0.760885910252682,19.1802392828496,1.9324105480761,1.59851905146443,1,2,7,10,0.05,0.1,0.35,0.5,0.25,4.28571428571429,91.8571428571429,0.857142857142857,92.7142857142857,4.14285714285714,1.71428571428571,3.19970236711092,7.47057720725272,0.690065559342354,6.10230245383619,2.34012616672488,1.70433620649269,0,2,4,1,0,0.285714285714286,0.571428571428571,0.142857142857143,0.285714285714286,opioid,Slide061.jpeg,0.179,0.179,0.333,0.195,0.249,0.213,opioid_injection_instrument,0.213767826209704,0.020731,3,TRUE,0
meth Slide016.jpeg,4.66666666666667,87.8888888888889,0,87.2962962962963,4.40740740740741,1.33333333333333,2.82842712474619,16.859905404729,0,18.2162539736332,1.94658002382995,1.5191090506255,0,27,0,0,0,1,0,0,-1,4.9,88.4,0,88.55,4.7,1.3,2.80788363831477,16.8410525986822,0,16.6432379187781,1.94935886896179,1.45457535854428,0,20,0,0,0,1,0,0,-1,4,86.4285714285714,0,83.7142857142857,3.57142857142857,1.42857142857143,3,18.1737644500449,0,23.2501920114959,1.81265393434993,1.81265393434993,0,7,0,0,0,1,0,0,-1,meth,Slide016.jpeg,0.269,0.276,0.152,0.099,0.631,0.195,meth,0.806464433015049,0.020826,1,TRUE,2
meth Slide011.jpeg,4.82142857142857,94,0,94.5714285714286,4.25,1.67857142857143,2.96964359288839,11.2381624964358,0,10.7235585975323,2.06603933130967,1.38920631293346,0,28,0,0,0,1,0,0,-1,5.14285714285714,93.2857142857143,0,93.7619047619048,4.52380952380952,1.42857142857143,2.76198686249074,12.6654761345275,0,12.2307185475947,1.83354977077383,1.20712172424443,0,21,0,0,0,1,0,0,-1,3.85714285714286,96.1428571428571,0,97,3.42857142857143,2.42857142857143,3.57903950935496,5.1455019654248,0,3.1091263510296,2.63673679998231,1.71824938596845,0,7,0,0,0,1,0,0,-1,meth,Slide011.jpeg,0.391,0.332,0.209,0.123,0.559,0.198,meth,0.406017522026026,0.023643,1,TRUE,1
opioid Slide101.jpeg,4.92857142857143,88.8571428571429,1.60714285714286,90.3928571428571,4.03571428571429,1.75,2.74777447223468,22.3303717534103,0.685256681526506,16.405372394013,2.09906756825135,1.48136573621926,0,3,5,20,0,0.107142857142857,0.178571428571429,0.714285714285714,0.0714285714285714,5.38095238095238,87.0952380952381,1.71428571428571,90.5238095238095,4.28571428571429,1.57142857142857,2.4995237641637,25.4104402990282,0.560611910581388,16.1697836955819,2.00356824547748,1.39897921969658,0,1,4,16,0,0.0476190476190476,0.19047619047619,0.761904761904762,0.142857142857143,3.57142857142857,94.1428571428571,1.28571428571429,90,3.28571428571429,2.28571428571429,3.20713490294909,6.93850539690337,0.951189731211342,18.4210025061975,2.36038737740833,1.70433620649269,0,2,1,4,0,0.285714285714286,0.142857142857143,0.571428571428571,-0.142857142857143,opioid,Slide101.jpeg,0.152,0.213,0.22,0.239,0.445,0.303,opioid_face_activities,0.261166236029341,0.023729,6,TRUE,0
meth Slide003.jpeg,4.89285714285714,88.75,0,91.3571428571429,4.64285714285714,1.57142857142857,2.85889496541591,15.2160368617383,0,14.0823353642842,2.18096624380428,1.52579236072354,0,28,0,0,0,1,0,0,-1,5.23809523809524,87.2857142857143,0,89.9047619047619,4.85714285714286,1.57142857142857,2.68150632862878,17.0092411857286,0,15.9433521001851,2.22003860970286,1.53529894715748,0,21,0,0,0,1,0,0,-1,3.85714285714286,93.1428571428571,0,95.7142857142857,4,1.57142857142857,3.33809184158512,6.89029683512913,0,3.94606494769518,2.08166599946613,1.61834718742537,0,7,0,0,0,1,0,0,-1,meth,Slide003.jpeg,0.195,0.245,0.131,0.127,0.387,0.333,meth,0.208426742637701,0.024755,1,TRUE,2
control Slide010.jpeg,2.62962962962963,13,2.96296296296296,12,4.96296296296296,0.555555555555556,1.96406462662252,19.8726716101051,0.192450089729875,19.4026167941734,1.37229402213625,1.25064086135971,26,0,0,1,0.962962962962963,0,0,0.037037037037037,0,2.55,10.8,2.95,9.6,4.8,0.6,1.98613615900453,18.858475687689,0.223606797749979,18.1612658960594,1.43636969291922,1.31389337066357,19,0,0,1,0.95,0,0,0.05,0,2.85714285714286,19.2857142857143,3,18.8571428571429,5.42857142857143,0.428571428571429,2.03540097839643,22.8671109216875,0,22.6452980507991,1.13389341902768,1.13389341902768,7,0,0,0,1,0,0,0,0,control,Slide010.jpeg,0.414,0.338,0.447,0.342,0.212,0.271,control_objects,0.400436002229612,0.025049,1,TRUE,2
